,x,y,target
0,9.356757164001465,-76.15631866455078,1.0
1,55.075077056884766,15.350319862365723,7.0
2,0.04113961011171341,-61.8443603515625,1.0
3,-42.39687728881836,60.5416374206543,5.0
4,-66.38742065429688,1.2133386135101318,6.0
5,40.01694869995117,-8.632773399353027,2.0
6,9.342488288879395,-64.383056640625,1.0
7,-12.832867622375488,0.9110286235809326,5.0
8,-49.890079498291016,-57.58206558227539,4.0
9,-24.793304443359375,2.1738812923431396,9.0
10,25.214763641357422,12.50583267211914,8.0
11,-17.30131721496582,8.053577423095703,9.0
12,67.43241119384766,-16.86238670349121,2.0
13,10.234630584716797,59.7840461730957,0.0
14,1.4571757316589355,33.74025344848633,8.0
15,16.942636489868164,-39.574703216552734,2.0
16,10.500604629516602,-72.35091400146484,1.0
17,64.58366394042969,18.840728759765625,7.0
18,-49.37685012817383,-41.79153060913086,4.0
19,-4.978636264801025,44.165321350097656,0.0
20,-56.60110092163086,-9.574835777282715,6.0
21,-52.18772888183594,-14.936888694763184,4.0
22,-29.12956428527832,28.006254196166992,1.0
23,-15.774527549743652,-48.19886779785156,7.0
24,-36.94493865966797,-48.39851760864258,4.0
25,-49.60847854614258,-24.125885009765625,4.0
26,13.667186737060547,22.82059097290039,8.0
27,8.957582473754883,-57.741004943847656,1.0
28,18.595075607299805,18.306041717529297,8.0
29,-24.53438949584961,1.7235479354858398,9.0
30,-37.16090774536133,-56.84685516357422,4.0
31,5.926457405090332,-1.375495433807373,3.0
32,8.04312801361084,-61.31644058227539,1.0
33,56.46424102783203,13.350533485412598,7.0
34,-54.694915771484375,13.018238067626953,6.0
35,3.92233943939209,47.11018371582031,0.0
36,-53.97426986694336,1.9495676755905151,6.0
37,6.090273857116699,-63.310874938964844,1.0
38,-36.461856842041016,-12.919514656066895,9.0
39,-34.139225006103516,-46.8255729675293,4.0
40,-66.15510559082031,3.9699137210845947,6.0
41,47.77699661254883,36.01712417602539,7.0
42,-70.01084899902344,-17.825904846191406,6.0
43,16.078216552734375,73.69318389892578,0.0
44,25.52924346923828,29.627620697021484,8.0
45,56.36171340942383,-12.044419288635254,1.0
46,2.5258915424346924,58.98723220825195,8.0
47,26.629121780395508,17.118019104003906,8.0
48,-8.344107627868652,58.47416305541992,8.0
49,61.34389114379883,-13.248598098754883,2.0
50,-17.936798095703125,-22.163955688476562,9.0
51,55.22153091430664,-38.45612335205078,4.0
52,-39.213905334472656,-3.0426690578460693,9.0
53,63.46900177001953,9.07861328125,7.0
54,-7.355500221252441,62.196754455566406,8.0
55,-53.68964767456055,-40.41253662109375,4.0
56,-32.00758361816406,70.5498275756836,5.0
57,-65.38610076904297,-24.742942810058594,4.0
58,7.426234245300293,-71.54588317871094,1.0
59,-45.88270568847656,-27.747764587402344,4.0
60,28.226457595825195,79.82464599609375,0.0
61,-35.38417053222656,53.135738372802734,5.0
62,-39.34035110473633,54.36327362060547,5.0
63,48.71577835083008,40.34770202636719,7.0
64,7.649706840515137,-42.74148941040039,3.0
65,60.66501998901367,17.245986938476562,7.0
66,-1.2169266939163208,44.12992477416992,8.0
67,60.83880615234375,-31.917829513549805,2.0
68,-61.7667121887207,3.775891065597534,6.0
69,-75.142578125,-5.334672451019287,6.0
70,67.17784881591797,-18.85232162475586,2.0
71,-60.98524856567383,-21.955747604370117,6.0
72,61.12600326538086,32.58846664428711,7.0
73,35.199275970458984,-5.866683006286621,2.0
74,2.6310336589813232,4.830420017242432,3.0
75,8.593684196472168,59.135223388671875,0.0
76,52.37168884277344,37.74174118041992,7.0
77,-72.53007507324219,3.0932741165161133,6.0
78,-15.421789169311523,-24.01201057434082,9.0
79,-37.200382232666016,53.237239837646484,5.0
80,-29.801834106445312,-49.45844268798828,9.0
81,28.59821319580078,74.48571014404297,0.0
82,23.84646987915039,68.98104858398438,0.0
83,-43.49406051635742,50.67178726196289,5.0
84,-28.8215274810791,8.331178665161133,9.0
85,5.5778913497924805,-69.03219604492188,1.0
86,55.50410842895508,-35.571510314941406,2.0
87,2.814626932144165,-63.86571502685547,7.0
88,11.309679985046387,-69.27558898925781,1.0
89,-50.87263870239258,-45.70836639404297,4.0
90,-50.03972244262695,-22.401596069335938,4.0
91,52.774383544921875,16.608707427978516,7.0
92,-17.011837005615234,-22.494077682495117,9.0
93,-49.53386306762695,-54.386741638183594,4.0
94,-39.01129150390625,-7.149527072906494,9.0
95,-7.254857540130615,57.497074127197266,8.0
96,4.393301486968994,-50.20679473876953,7.0
97,66.34402465820312,-25.52837371826172,2.0
98,15.607756614685059,21.396556854248047,8.0
99,59.25482940673828,17.237991333007812,7.0
100,70.09906768798828,-22.134103775024414,2.0
101,-16.81993865966797,-47.66964340209961,7.0
102,16.927799224853516,25.934085845947266,8.0
103,69.50474548339844,-11.126412391662598,2.0
104,65.6534423828125,2.058436155319214,2.0
105,51.375633239746094,28.31317901611328,7.0
106,17.3612060546875,60.096839904785156,0.0
107,50.44514846801758,18.291996002197266,7.0
108,48.66462707519531,24.935152053833008,7.0
109,-25.51736068725586,-21.524965286254883,8.0
110,-21.88949966430664,-46.331207275390625,9.0
111,37.39834213256836,-14.036105155944824,2.0
112,-71.06029510498047,-15.043298721313477,6.0
113,2.891004800796509,56.11117172241211,0.0
114,-47.868408203125,-52.35456848144531,4.0
115,15.904911994934082,28.476301193237305,8.0
116,21.252395629882812,15.66954517364502,8.0
117,53.61575698852539,-11.509662628173828,1.0
118,0.8954052329063416,46.72597122192383,0.0
119,17.86728858947754,61.58442306518555,0.0
120,65.42993927001953,-20.420948028564453,2.0
121,-45.50160598754883,-37.16740036010742,4.0
122,-75.15892791748047,-7.7885637283325195,6.0
123,-7.4004225730896,43.49541473388672,0.0
124,51.415924072265625,34.381099700927734,7.0
125,26.9144229888916,79.4051742553711,0.0
126,-41.47503662109375,-27.46404266357422,4.0
127,40.48271560668945,-27.59832000732422,2.0
128,-41.976783752441406,54.30217361450195,5.0
129,-54.31332015991211,-38.4990234375,4.0
130,-55.0008430480957,-18.88311004638672,4.0
131,-9.419547080993652,-4.224552631378174,5.0
132,-45.53306579589844,-45.13145065307617,4.0
133,14.179993629455566,-58.2724609375,1.0
134,-14.993228912353516,-24.63630485534668,9.0
135,-35.10236740112305,49.93505096435547,5.0
136,0.4755989909172058,43.006927490234375,8.0
137,-52.679969787597656,-16.204465866088867,4.0
138,55.371864318847656,-30.556804656982422,2.0
139,-44.329078674316406,-25.44600486755371,4.0
140,15.72336483001709,-70.30237579345703,1.0
141,24.390275955200195,81.06990051269531,0.0
142,58.16432189941406,33.32171630859375,7.0
143,50.556358337402344,30.789316177368164,7.0
144,67.79090118408203,-21.961875915527344,2.0
145,14.865433692932129,-23.16582679748535,3.0
146,64.13248443603516,-1.6011908054351807,1.0
147,61.03355407714844,-23.52046012878418,2.0
148,-23.63459587097168,3.7978601455688477,9.0
149,-39.113990783691406,-7.152696132659912,9.0
150,63.4146614074707,-4.502992630004883,1.0
151,-12.03056526184082,22.71155548095703,0.0
152,49.11050796508789,-10.747365951538086,2.0
153,-37.004356384277344,48.63065719604492,5.0
154,-41.97943878173828,45.94252395629883,5.0
155,-39.74730682373047,52.06830596923828,5.0
156,-4.89971923828125,50.27188491821289,8.0
157,-28.62812614440918,-7.682510852813721,9.0
158,-54.416297912597656,-60.81123733520508,0.0
159,-23.642913818359375,-8.34180736541748,9.0
160,-27.612506866455078,-0.8253769278526306,9.0
161,5.668332576751709,-51.96099853515625,7.0
162,-31.566940307617188,-54.68608856201172,4.0
